community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_BIBFRAME53,14,music Serial Number version Music opus number Associated title date Work Expression of thematic History the work Date legal key temporal Coverage Expressed as,[music Serial Number [P]] [version [P]] [Music opus number [P]] [Associated title date [P]] [Work [C]] [Expression of [P]] [Music thematic number [P]] [History of the work [P]] [Date of legal work [P]] [Music key [P]] [temporal Coverage [P]] [Expressed as [P]] ,"frame:Performing_arts,frame:Sequence,frame:Quantity,frame:Type,frame:Performing_arts,frame:Quantity,frame:Being_employed,frame:Expressing_publicly,frame:Facial_expression,frame:Out_of_existence,frame:Fields,frame:Individual_history,frame:Being_employed,frame:Legality,frame:Expressing_publicly,frame:Encoding,frame:Relative_time,","wn30:synset-music-noun-1,wn30:synset-consecutive-adjectivesatellite-2,wn30:synset-number-noun-1,wn30:synset-version-noun-2,wn30:synset-music-noun-1,wn30:synset-musical_composition-noun-1,wn30:synset-number-noun-1,wn30:synset-title-noun-1,wn30:synset-date-noun-1,wn30:synset-work-noun-1,wn30:synset-expression-noun-1,wn30:synset-thematic-adjective-1,wn30:synset-history-noun-1,wn30:synset-work-noun-1,wn30:synset-date-noun-1,wn30:synset-legal-adjective-1,wn30:synset-key-noun-1,wn30:synset-temporal-adjectivesatellite-1,wn30:synset-coverage-noun-1,wn30:synset-express-verb-1,wn30:synset-equally-adverb-1,","wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-consecutive-adjectivesatellite-2 - frame:Sequence - frame:Relation
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-version-noun-2 - frame:Type
wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-expression-noun-1 - frame:Expressing_publicly
wn30:synset-expression-noun-1 - frame:Facial_expression
wn30:synset-history-noun-1 - frame:Out_of_existence
wn30:synset-history-noun-1 - frame:Fields
wn30:synset-history-noun-1 - frame:Individual_history
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-legal-adjective-1 - frame:Legality
wn30:synset-express-verb-1 - frame:Expressing_publicly
wn30:synset-express-verb-1 - frame:Encoding
wn30:synset-equally-adverb-1 - frame:Relative_time - frame:Relation
","wn30:synset-musical_composition-noun-1
wn30:synset-title-noun-1
wn30:synset-date-noun-1
wn30:synset-date-noun-1
wn30:synset-key-noun-1
wn30:synset-coverage-noun-1
","wn30:synset-thematic-adjective-1
wn30:synset-temporal-adjectivesatellite-1
"
inferred_BIBFRAME62,0,Title resource Main title Part number Subtitle entity,[Title resource [P]] [Main title [P]] [Part number [P]] [Subtitle [P]] [Title entity [C]] [Part title [P]] ,"frame:Possession,frame:Expertise,frame:Importance,frame:First_rank,frame:Membership,frame:Quantity,frame:Entity,","wn30:synset-title-noun-1,wn30:synset-resource-noun-1,wn30:synset-chief-adjectivesatellite-1,wn30:synset-title-noun-1,wn30:synset-part-noun-1,wn30:synset-number-noun-1,wn30:synset-subtitle-verb-1,wn30:synset-entity-noun-1,","wn30:synset-resource-noun-1 - frame:Possession
wn30:synset-chief-adjectivesatellite-1 - frame:Expertise - frame:Attributes
wn30:synset-chief-adjectivesatellite-1 - frame:Importance
wn30:synset-chief-adjectivesatellite-1 - frame:First_rank
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-entity-noun-1 - frame:Entity
","wn30:synset-title-noun-1
wn30:synset-title-noun-1
wn30:synset-subtitle-verb-1
",
inferred_BIBFRAME30,44,Item Enumeration and chronology Numbering or other enumeration dates associated with issues items held.,[Item [C]] [Enumeration and chronology [C]] [Numbering or other enumeration and dates associated with issues or items held. [P]] ,"frame:Increment,frame:Make_cognitive_connection,frame:Relating_concepts,frame:Point_of_dispute,frame:Activity_ongoing,frame:Cause_to_continue,","wn30:synset-item-noun-1,wn30:synset-enumeration-noun-1,wn30:synset-chronology-noun-1,wn30:synset-enumeration-noun-1,wn30:synset-Oregon-noun-1,wn30:synset-other-adjective-1,wn30:synset-enumeration-noun-1,wn30:synset-date-noun-1,wn30:synset-associate-verb-1,wn30:synset-issue-noun-1,wn30:synset-item-noun-1,wn30:synset-keep-verb-1,","wn30:synset-other-adjective-1 - frame:Increment
wn30:synset-associate-verb-1 - frame:Make_cognitive_connection
wn30:synset-associate-verb-1 - frame:Relating_concepts - frame:Cognitive_connection
wn30:synset-issue-noun-1 - frame:Point_of_dispute
wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event
","wn30:synset-item-noun-1
wn30:synset-enumeration-noun-1
wn30:synset-chronology-noun-1
wn30:synset-enumeration-noun-1
wn30:synset-Oregon-noun-1
wn30:synset-enumeration-noun-1
wn30:synset-date-noun-1
wn30:synset-item-noun-1
",
inferred_BIBFRAME9,0,Cover Art cover,[Cover Art [C]] [cover Art [P]] ,"frame:Filling,frame:Adorning,frame:Create_physical_artwork,frame:Filling,frame:Adorning,","wn30:synset-cover-verb-1,wn30:synset-art-noun-1,wn30:synset-cover-verb-1,","wn30:synset-cover-verb-1 - frame:Filling - frame:Event
wn30:synset-cover-verb-1 - frame:Adorning
wn30:synset-art-noun-1 - frame:Create_physical_artwork - frame:Event
wn30:synset-cover-verb-1 - frame:Filling - frame:Event
wn30:synset-cover-verb-1 - frame:Adorning
",,
inferred_BIBFRAME18,15,Review content,[Review content [P]] [Review [C]] ,"none,","wn30:synset-review-verb-1,wn30:synset-content-noun-1,",,"wn30:synset-review-verb-1
wn30:synset-content-noun-1
",
inferred_BIBFRAME56,13,Geographic coverage Work,[Geographic coverage [C]] [Geographic coverage [P]] [Work [C]] ,"frame:Being_employed,","wn30:synset-geographic-adjective-1,wn30:synset-coverage-noun-1,wn30:synset-work-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
","wn30:synset-coverage-noun-1
","wn30:synset-geographic-adjective-1
"
SAWS12,26,decorative item decoration added by is written person E33 Linguistic Object has,[decorative item [C]] [decoration added by [P]] [is written by [P]]   [has written [P]] [has added decoration [P]] ,"frame:Cause_change_of_position_on_a_scale,frame:Cause_to_be_included,frame:Commutative_process,frame:Text_creation,frame:Statement,frame:People,","wn30:synset-cosmetic-adjectivesatellite-1,wn30:synset-item-noun-1,wn30:synset-decoration-noun-1,wn30:synset-add-verb-1,wn30:synset-by-adverb-1,wn30:synset-write-verb-1,wn30:synset-person-noun-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,","wn30:synset-add-verb-1 - frame:Cause_change_of_position_on_a_scale - frame:Event
wn30:synset-add-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-add-verb-1 - frame:Commutative_process
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-person-noun-1 - frame:People - frame:Entity
","wn30:synset-item-noun-1
wn30:synset-decoration-noun-1
wn30:synset-object-noun-1
","wn30:synset-cosmetic-adjectivesatellite-1
wn30:synset-by-adverb-1
wn30:synset-linguistic-adjective-1
"
SAWS13,9,F2 Expression has Component is Of, [has Component [P]] [is Component Of [P]] ,"frame:Expressing_publicly,frame:Facial_expression,frame:Ingredients,","wn30:synset-expression-noun-1,wn30:synset-component-noun-1,","wn30:synset-expression-noun-1 - frame:Expressing_publicly
wn30:synset-expression-noun-1 - frame:Facial_expression
wn30:synset-component-noun-1 - frame:Ingredients
",,
SAWS9,21,marginalia original material has is in same family as,[marginalia [C]] [original material [C]] [has marginalia [P]] [is in same family as [P]] ,"frame:Ingredients,frame:Substance,frame:Identicality,frame:Identicality,frame:Relative_time,","wn30:synset-marginalia-noun-1,wn30:synset-original-adjectivesatellite-1,wn30:synset-material-noun-1,wn30:synset-be-verb-2,wn30:synset-in-adverb-1,wn30:synset-same-adjective-1,wn30:synset-family-noun-1,wn30:synset-equally-adverb-1,","wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-be-verb-2 - frame:Identicality - frame:Relation
wn30:synset-same-adjective-1 - frame:Identicality - frame:Relation
wn30:synset-equally-adverb-1 - frame:Relative_time - frame:Relation
","wn30:synset-marginalia-noun-1
wn30:synset-family-noun-1
","wn30:synset-original-adjectivesatellite-1
wn30:synset-in-adverb-1
"
SAWS10,21,marginalia scribe are on original material added by has,[marginalia [C]] [scribe [C]] [are marginalia on [P]] [original material [C]] [marginalia added by [P]] [has added marginalia [P]] ,"frame:Ingredients,frame:Substance,frame:Cause_change_of_position_on_a_scale,frame:Cause_to_be_included,frame:Commutative_process,","wn30:synset-marginalia-noun-1,wn30:synset-scribe-verb-1,wn30:synset-along-adverb-1,wn30:synset-original-adjectivesatellite-1,wn30:synset-material-noun-1,wn30:synset-add-verb-1,wn30:synset-by-adverb-1,","wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-add-verb-1 - frame:Cause_change_of_position_on_a_scale - frame:Event
wn30:synset-add-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-add-verb-1 - frame:Commutative_process
","wn30:synset-marginalia-noun-1
wn30:synset-scribe-verb-1
","wn30:synset-along-adverb-1
wn30:synset-original-adjectivesatellite-1
wn30:synset-by-adverb-1
"
SAWS8,21,used by F10 Person original material has,[used by [P]]  [original material [C]] [has used [P]] ,"frame:Using,frame:People,frame:Ingredients,frame:Substance,","wn30:synset-use-verb-1,wn30:synset-by-adverb-1,wn30:synset-person-noun-1,wn30:synset-original-adjectivesatellite-1,wn30:synset-material-noun-1,","wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
",,"wn30:synset-by-adverb-1
wn30:synset-original-adjectivesatellite-1
"
SAWS11,2,is located at place location of E18 Physical Thing younger than older,[is located at [P]]  [is location of [P]]  [is younger than [P]] [is older than [P]] ,"frame:Locating,frame:Becoming_aware,frame:Placing,frame:Causation,frame:Locale,","wn30:synset-locate-verb-1,wn30:synset-at-noun-2,wn30:synset-put-verb-1,wn30:synset-location-noun-1,wn30:synset-physical-adjective-1,wn30:synset-thing-noun-1,wn30:synset-younger-adjectivesatellite-1,wn30:synset-elder-adjectivesatellite-1,","wn30:synset-locate-verb-1 - frame:Locating
wn30:synset-locate-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
wn30:synset-location-noun-1 - frame:Locale - frame:Locale
","wn30:synset-at-noun-2
wn30:synset-thing-noun-1
","wn30:synset-physical-adjective-1
wn30:synset-younger-adjectivesatellite-1
wn30:synset-elder-adjectivesatellite-1
"
SAWS14,0,is sub sequence of section,[is sub sequence of [P]] [section [C]] ,"frame:Sequence,","wn30:synset-substitute-verb-2,wn30:synset-sequence-noun-1,wn30:synset-section-noun-1,","wn30:synset-sequence-noun-1 - frame:Sequence - frame:Relation
","wn30:synset-substitute-verb-2
wn30:synset-section-noun-1
",
SAWS4,85,is child of has ancestor descendant precedes parent Sibling Of contains hasChild unrelated to twin different falls Within related,[is child of [P]] [has ancestor [P]] [has descendant [P]] [precedes [P]] [is parent of [P]] [is Sibling Of [P]] [has parent [P]] [contains [P]] [hasChild [P]] [is ancestor of [P]] [is unrelated to [P]] [is twin of [P]] [is different to [P]] [falls Within [P]] [is descendant of [P]] [is related to [P]] ,"frame:People_by_age,frame:Kinship,frame:Kinship,frame:Relative_time,frame:Forgoing,frame:Kinship,frame:Kinship,frame:Containing,frame:Inclusion,frame:Relation,frame:Identicality,frame:Similarity,frame:Natural_features,frame:Topic,","wn30:synset-child-noun-1,wn30:synset-ancestor-noun-1,wn30:synset-descendant-noun-1,wn30:synset-predate-verb-1,wn30:synset-parent-noun-1,wn30:synset-sibling-noun-1,wn30:synset-incorporate-verb-2,wn30:synset-unrelated-adjective-1,wn30:synset-twin-noun-1,wn30:synset-different-adjective-1,wn30:synset-waterfall-noun-1,wn30:synset-inside-adverb-2,wn30:synset-refer-verb-2,","wn30:synset-child-noun-1 - frame:People_by_age - frame:Entity
wn30:synset-ancestor-noun-1 - frame:Kinship
wn30:synset-descendant-noun-1 - frame:Kinship
wn30:synset-predate-verb-1 - frame:Relative_time - frame:Relation
wn30:synset-predate-verb-1 - frame:Forgoing
wn30:synset-parent-noun-1 - frame:Kinship
wn30:synset-sibling-noun-1 - frame:Kinship
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation
wn30:synset-incorporate-verb-2 - frame:Inclusion
wn30:synset-unrelated-adjective-1 - frame:Relation - frame:Locale
wn30:synset-different-adjective-1 - frame:Identicality - frame:Relation
wn30:synset-different-adjective-1 - frame:Similarity - frame:Attributesframe:Reciprocality
wn30:synset-waterfall-noun-1 - frame:Natural_features - frame:Locale
wn30:synset-refer-verb-2 - frame:Topic
","wn30:synset-twin-noun-1
","wn30:synset-inside-adverb-2
"
SAWS1,49,is verbatim translation of close direct version (in another language) follows variant rendering loose shorter not present in transliteration longer E33 Linguistic Object copy,[is verbatim translation of [P]] [is verbatim of [P]] [is close translation of [P]] [is direct translation of [P]] [is version (in another language) of [P]] [follows [P]] [is variant of [P]] [is close rendering of [P]] [is loose rendering of [P]] [is shorter translation of [P]] [is loose translation of [P]] [is not present in [P]] [is transliteration of [P]] [is version of [P]] [is variant translation of [P]] [is shorter version of [P]] [is longer version of [P]]  [is longer translation of [P]] [is direct copy of [P]] ,"frame:Type,frame:Communication,frame:Type,frame:Negation,frame:Time_vector,frame:Duplication,","wn30:synset-verbatim-adverb-1,wn30:synset-translation-noun-1,wn30:synset-close-adjective-1,wn30:synset-direct-adjectivesatellite-9,wn30:synset-version-noun-2,wn30:synset-in-adverb-1,wn30:synset-language-noun-1,wn30:synset-follow-verb-1,wn30:synset-version-noun-2,wn30:synset-translation-noun-1,wn30:synset-loose-adverb-1,wn30:synset-not-adverb-1,wn30:synset-present-adjective-1,wn30:synset-in-adverb-1,wn30:synset-transliteration-noun-1,wn30:synset-longer-adverb-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,wn30:synset-copy-noun-2,","wn30:synset-version-noun-2 - frame:Type
wn30:synset-language-noun-1 - frame:Communication - frame:Event
wn30:synset-version-noun-2 - frame:Type
wn30:synset-not-adverb-1 - frame:Negation - frame:Alternativity
wn30:synset-present-adjective-1 - frame:Time_vector - frame:Relation
wn30:synset-copy-noun-2 - frame:Duplication - frame:Event
","wn30:synset-translation-noun-1
wn30:synset-follow-verb-1
wn30:synset-translation-noun-1
wn30:synset-transliteration-noun-1
wn30:synset-object-noun-1
","wn30:synset-verbatim-adverb-1
wn30:synset-close-adjective-1
wn30:synset-direct-adjectivesatellite-9
wn30:synset-in-adverb-1
wn30:synset-loose-adverb-1
wn30:synset-in-adverb-1
wn30:synset-longer-adverb-1
wn30:synset-linguistic-adjective-1
"
SAWS5,4,refers to is comment on referenced by has member of E1 CRM Entity E33 Linguistic Object,[refers to [P]] [is comment on [P]] [is referenced by [P]] [has member [P]] [is member of [P]]  [comment [C]]  [has comment [P]] ,"frame:Topic,frame:Statement,frame:Statement,frame:Membership,frame:Entity,","wn30:synset-refer-verb-2,wn30:synset-comment-verb-1,wn30:synset-along-adverb-1,wn30:synset-mention-noun-1,wn30:synset-by-adverb-1,wn30:synset-member-noun-1,wn30:synset-entity-noun-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,","wn30:synset-refer-verb-2 - frame:Topic
wn30:synset-comment-verb-1 - frame:Statement
wn30:synset-mention-noun-1 - frame:Statement
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-entity-noun-1 - frame:Entity
","wn30:synset-object-noun-1
","wn30:synset-along-adverb-1
wn30:synset-by-adverb-1
wn30:synset-linguistic-adjective-1
"
SAWS6,0,is edited by editor of based on E33 Linguistic Object edition source for,[is edited by [P]] [is editor of [P]] [editor [C]] [is based on [P]]  [edition [C]] [is source for [P]] ,"frame:Text,frame:Origin,","wn30:synset-edit-verb-1,wn30:synset-by-adverb-1,wn30:synset-editor-noun-1,wn30:synset-establish-verb-8,wn30:synset-along-adverb-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,wn30:synset-edition-noun-1,wn30:synset-beginning-noun-4,","wn30:synset-edition-noun-1 - frame:Text - frame:Entity
wn30:synset-beginning-noun-4 - frame:Origin
","wn30:synset-edit-verb-1
wn30:synset-editor-noun-1
wn30:synset-establish-verb-8
wn30:synset-object-noun-1
","wn30:synset-by-adverb-1
wn30:synset-along-adverb-1
wn30:synset-linguistic-adjective-1
"
SAWS3,49,is in language E33 Linguistic Object,[is in language [P]]   ,"frame:Communication,","wn30:synset-in-adverb-1,wn30:synset-language-noun-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,","wn30:synset-language-noun-1 - frame:Communication - frame:Event
","wn30:synset-object-noun-1
","wn30:synset-in-adverb-1
wn30:synset-linguistic-adjective-1
"
SAWS7,96,has made comment by editor,[has made comment [P]] [comment made by [P]] [comment [C]] [editor [C]] ,"frame:Cause_change,frame:Causation,frame:Statement,","wn30:synset-make-verb-2,wn30:synset-comment-verb-1,wn30:synset-by-adverb-1,wn30:synset-editor-noun-1,","wn30:synset-make-verb-2 - frame:Cause_change - frame:Event
wn30:synset-make-verb-2 - frame:Causation - frame:Event
wn30:synset-comment-verb-1 - frame:Statement
","wn30:synset-editor-noun-1
","wn30:synset-by-adverb-1
"
SAWS2,80,physical location of physically Located At locus E33 Linguistic Object,[physical location of [P]] [physically Located At [P]] [locus [C]]  ,"frame:Locale,frame:Locating,frame:Becoming_aware,frame:Locale,frame:Locale_by_event,","wn30:synset-physical-adjective-1,wn30:synset-location-noun-1,wn30:synset-physically-adverb-1,wn30:synset-locate-verb-1,wn30:synset-at-noun-2,wn30:synset-venue-noun-1,wn30:synset-linguistic-adjective-1,wn30:synset-object-noun-1,","wn30:synset-location-noun-1 - frame:Locale - frame:Locale
wn30:synset-locate-verb-1 - frame:Locating
wn30:synset-locate-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-venue-noun-1 - frame:Locale - frame:Locale
wn30:synset-venue-noun-1 - frame:Locale_by_event - frame:Locale
","wn30:synset-at-noun-2
wn30:synset-object-noun-1
","wn30:synset-physical-adjective-1
wn30:synset-physically-adverb-1
wn30:synset-linguistic-adjective-1
"
inferred_CULTURALIS5,3,Covers Collections Catalogue Include,[Covers [P]] [Collections [C]] [Catalogue [C]] [Include [P]] ,"frame:Filling,frame:Adorning,frame:Aggregate,frame:Cause_to_be_included,frame:Inclusion,","wn30:synset-cover-verb-1,wn30:synset-collection-noun-1,wn30:synset-catalog-noun-2,wn30:synset-include-verb-1,","wn30:synset-cover-verb-1 - frame:Filling - frame:Event
wn30:synset-cover-verb-1 - frame:Adorning
wn30:synset-collection-noun-1 - frame:Aggregate
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-include-verb-1 - frame:Inclusion
","wn30:synset-catalog-noun-2
",
